m1,m2,r,target
4.370861069626263,4.362767366200286,3.9199932439598815,1.2253085216923123
9.556428757689245,3.9962088660826294,1.7380479823948463,13.183292143996308
7.587945476302646,2.5853852125257406,2.3865587774795447,3.5590765573467045
6.387926357773329,6.465400030913392,3.653122547431273,3.140000269017191
2.4041677639819286,5.28961744457766,2.9283573780979197,1.4728234473030901
2.403950683025824,8.791308930916033,3.9542841545395753,1.3840400075965356
1.5227525095137953,1.2889862243385242,4.844831604891439,0.08172629584568636
8.795585311974417,6.794811347996137,1.46618675086079,28.399803370689096
6.41003510568888,7.86653990660405,3.8382708655922437,3.4862562867590143
7.372653200164409,7.835379122694763,1.921376622528458,15.600634075715623
1.185260448662222,8.974665703859726,2.657906909630277,1.5400554217886553
9.72918866945795,7.561303685465447,1.1314509031805593,56.950807917778484
8.491983767203795,9.350290554829266,1.5436295291707958,32.48017117125914
2.9110519961044856,3.9939093983880234,2.2791091561955987,2.2820776109457586
2.636424704863906,5.528884750763888,2.36794322115194,2.5951908303068416
2.650640588680904,1.126716969546016,4.5983408658483835,0.14294176857203092
3.7381801866358395,1.062618285729621,3.9672516370660604,0.2615729647932348
5.72280788469014,3.161139584063679,4.888731872748164,0.7460041309868801
4.887505167779041,1.9072647742517672,3.396286041340962,0.8058283260529243
3.6210622617823773,3.3419023114217827,1.9668549283652719,3.2263325922179518
6.506676052501415,2.5933896507555767,2.3106201196865714,3.2028742408019495
2.2554447458683766,1.2566802235478343,2.2793436931678683,0.5379181154728849
3.629301836816963,9.183737317654444,2.3059773106530064,6.148328448464403
4.297256589643226,1.0740081825000236,3.6918566924472627,0.33504100508571427
5.104629857953324,7.624739299033768,3.123231712361665,3.9311464534965816
8.066583652537123,2.369330982275649,2.5416967123465772,2.972518888121093
2.7970640394252375,9.2100665979964,1.5963590749148664,10.124760273601462
5.628109945722504,9.035163456308972,1.0885566517685836,43.153417546124636
6.331731119758382,6.885110317323316,1.8753387103507704,12.187331375625448
1.4180537144799796,7.050107348205446,1.429885615874725,4.882813371561897
6.467903667112945,1.048052277727197,4.1417801234089575,0.3789128989821535
2.5347171131856236,9.863844095022419,1.4499918312555415,11.926205027153236
1.5854643368675156,8.90049343218233,3.8969129492273447,0.951088081041872
9.539969835279999,9.055956031570828,2.5426347591043306,12.982502772083297
9.690688297671034,6.933200833457848,1.293513558975104,40.54387640087203
8.275576133048151,4.103082357890829,4.250920197726343,1.8561055569920244
3.741523922560336,9.042837841814327,3.3185222809464534,3.1216117276733066
1.8790490260574548,3.623652353360731,1.9430460514542922,1.8092320065235648
7.158097238609412,6.064403890079825,4.578724697330672,2.08736171331987
