m1,m2,r,target
4.370861069626263,4.362767366200286,3.9199932439598815,1.2409618236652022
9.556428757689245,3.9962088660826294,1.7380479823948463,12.64213087005584
7.587945476302646,2.5853852125257406,2.3865587774795447,3.444333473097654
6.387926357773329,6.465400030913392,3.653122547431273,3.0947588903579213
2.4041677639819286,5.28961744457766,2.9283573780979197,1.4829990730485856
2.403950683025824,8.791308930916033,3.9542841545395753,1.3515849480375823
1.5227525095137953,1.2889862243385242,4.844831604891439,0.08362193767148274
8.795585311974417,6.794811347996137,1.46618675086079,27.80120162266725
6.41003510568888,7.86653990660405,3.8382708655922437,3.4227321888209814
7.372653200164409,7.835379122694763,1.921376622528458,15.647999234514403
1.185260448662222,8.974665703859726,2.657906909630277,1.50574885211519
9.72918866945795,7.561303685465447,1.1314509031805593,57.46479734927759
8.491983767203795,9.350290554829266,1.5436295291707958,33.3233079096079
2.9110519961044856,3.9939093983880234,2.2791091561955987,2.2382980669822783
2.636424704863906,5.528884750763888,2.36794322115194,2.599622819582822
2.650640588680904,1.126716969546016,4.5983408658483835,0.14124183661899906
3.7381801866358395,1.062618285729621,3.9672516370660604,0.2523817923599939
5.72280788469014,3.161139584063679,4.888731872748164,0.7569381644230141
4.887505167779041,1.9072647742517672,3.396286041340962,0.8081457568219576
3.6210622617823773,3.3419023114217827,1.9668549283652719,3.1281321103134423
6.506676052501415,2.5933896507555767,2.3106201196865714,3.160602339343264
2.2554447458683766,1.2566802235478343,2.2793436931678683,0.5455534938942392
3.629301836816963,9.183737317654444,2.3059773106530064,6.2680504310306535
4.297256589643226,1.0740081825000236,3.6918566924472627,0.33861735042900726
5.104629857953324,7.624739299033768,3.123231712361665,3.9900730254004415
8.066583652537123,2.369330982275649,2.5416967123465772,2.958475118004793
2.7970640394252375,9.2100665979964,1.5963590749148664,10.108902537824205
5.628109945722504,9.035163456308972,1.0885566517685836,42.91375473612387
6.331731119758382,6.885110317323316,1.8753387103507704,12.395782019776908
1.4180537144799796,7.050107348205446,1.429885615874725,4.889740560175136
6.467903667112945,1.048052277727197,4.1417801234089575,0.39515948423033254
2.5347171131856236,9.863844095022419,1.4499918312555415,11.891717543790703
1.5854643368675156,8.90049343218233,3.8969129492273447,0.9292426885391328
9.539969835279999,9.055956031570828,2.5426347591043306,13.363288587080403
9.690688297671034,6.933200833457848,1.293513558975104,40.155629106284294
8.275576133048151,4.103082357890829,4.250920197726343,1.8790683111125899
3.741523922560336,9.042837841814327,3.3185222809464534,3.072301222167645
1.8790490260574548,3.623652353360731,1.9430460514542922,1.8035095626166426
7.158097238609412,6.064403890079825,4.578724697330672,2.070602089692235
4.961372443656412,1.8975787510949416,1.1810332554822058,6.749589887672072
2.0983441136030097,9.297600671194752,1.8072784327910516,5.973068130390354
5.456592191001432,2.26693411994092,4.008187711223444,0.7699531355224065
1.3094966900369656,3.024071251573665,3.8375117212395566,0.26890383413181257
9.18388361870904,6.023207423153935,2.157086774897912,11.88827817354761
3.3290198344001523,7.876837001916834,1.2480995014111325,16.833321645833244
6.962700559185838,6.57416175342669,4.432312288899775,2.330007932109825
3.8053996848046987,3.0892052152014053,2.2547905522796103,2.312249128103174
5.680612190600297,1.008487382747413,1.7828536597130609,1.802329606576455
5.920392514089517,7.814355222766952,3.0642472894439083,4.92715278000636
2.6636900997297435,9.866865933199843,4.640908797129789,1.22027259016776
9.726261649881026,8.289218082754815,1.1741863113735014,58.47705437523272
7.976195410250031,5.141859563409538,4.0632163521235505,2.4841401884704744
9.455490474077703,9.13390535259196,3.2898929117548357,7.979525102210103
9.053446153848839,4.68862905806515,2.7017964662072678,5.815064538299618
6.381099809299767,5.724406758191208,3.97632177642024,2.310271285029789
9.296868115208051,5.2941679065611496,4.863297697766529,2.0810028322995398
1.7964325184672756,5.028614853989724,1.916824844650764,2.4586370521780805
2.763845761772307,7.976716923645151,1.5745894602884785,8.892078811068982
1.4070456001948426,5.740920165425428,4.651526980890788,0.3733349006556796
3.927972976869379,3.850454098226945,3.675812309829215,1.1193703166564994
4.498095607205338,3.3234235089263047,2.751944086247864,1.9739455027083297
3.442141285965063,1.3397258527069005,3.2930382810571324,0.42525660893701284
8.458637582367365,6.248756456947413,3.982455620704976,3.3326685755854153
4.210779940242304,3.069652738609308,4.092127594822869,0.7718865250603698
3.5284105871864266,2.3332052981474476,4.679576723275858,0.3759403369266737
5.884264748424236,6.8844696744490985,2.7073711555824906,5.526715393965251
2.2683180247728636,7.13088332039394,2.17364364007758,3.42350198944684
8.219772826786357,7.769394030318994,3.5586570671593676,5.042834144363502
1.6709557931179373,5.5321920670473235,2.6629115971181214,1.303613087304514
9.881982429404655,9.04649144683498,3.3783938157959117,7.832559585192729
7.9502029236699165,9.42708478058405,2.6799431938238008,10.435288246087605
2.7884411338075514,8.266338458132406,1.611983146712698,8.870613760973617
1.0496990541124216,6.720341338073685,2.8777070066358337,0.851849729104889
8.339152856093508,3.733488582320698,3.763671287764131,2.197927638295885
7.361716094628554,9.84650429458199,4.197135230670599,4.114861431581889
7.561064512368886,3.467225504727445,2.9733051071861873,2.9654190865789727
7.941433120173512,2.8239122979138793,1.6609515608416037,8.128981839717941
1.6664018656068134,4.979387024079244,2.6587508385977263,1.1738168692775008
4.226191556898454,1.5115651364114961,4.145175715366793,0.3717835365432448
2.0428215357261674,9.806450182046117,2.6514370824682914,2.849571785942542
8.767930832880342,6.295902007747824,3.7861231744168893,3.850929760943782
6.609683141448022,6.012568824977578,3.028854726712359,4.331953775681165
3.9780822236738427,6.902166519097479,1.9648925004375868,7.11183378643347
1.5720251525742128,5.47321282999486,4.184602032092297,0.49135287736264693
3.79884089544096,1.2885716538508742,1.3368538162827481,2.738998773451917
3.9266498982407234,6.510801599563571,3.0995611310206024,2.661069579955881
7.566455605042576,7.445564892607876,1.8355641369736198,16.72056750572582
6.738017242196918,4.750741545616478,1.2682625141655026,19.90101420059727
8.98491468318694,7.815660148640736,3.0117357483329954,7.741870389171813
5.249934326457543,3.0430116940457856,2.9982486237396944,1.77714230737896
2.0763482134447155,2.9914893195956562,3.8276036067028834,0.4239686408607586
7.419203085006955,2.4527528891881656,3.9790027722076196,1.1493771835652726
7.847065437552077,4.347952838102456,3.911165954771587,2.2303838468598434
6.051494778125466,8.623108318501751,2.63823493166702,7.497208202908056
7.938704619591049,8.451208559341579,3.52675914890625,5.394073492506817
5.444160367279517,4.445417871671534,3.307780970575841,2.2119230378416908
5.704595464437946,6.302068623822129,2.6862470244676784,4.982141814302978
4.847869165226946,7.487346848274241,3.388850776743973,3.160632133783231
1.2287721406968566,3.170860971652207,4.788991506825051,0.16988710790561012
1.97102284293974,2.513269773052724,1.7715749747255094,1.5783804458989528
1.2828626711806081,9.748863938910798,4.623088383142106,0.5851534700731491
6.727693701374023,6.558015818886567,1.2138220559327935,29.945296758481035
3.82920382968694,9.832741496502974,2.2335568516066426,7.547256043295004
5.577136220482325,4.039803884190062,2.152580994446113,4.862420700368397
9.168098265334837,7.327285299767183,3.505460431523623,5.4667878776272625
3.2436300623398746,3.0034327288711395,1.5248998071091613,4.189542562874815
4.693446307320667,3.3508015414652164,4.529390447359015,0.7665862776592651
7.799960246887438,5.607119091426616,4.3142056338601655,2.349797764731179
3.059183489424602,3.876563129572641,3.608263278741111,0.9108690600599214
1.6928191884591368,2.50859407456526,2.833655327168791,0.5288675471173208
3.6077630762239123,3.3659263179039343,4.731824168568314,0.5423572099305956
2.4509915852860398,1.3217355501927819,4.322986218882224,0.17334794170939283
9.367278871083158,7.3398125932973795,2.9972605923249795,7.653311915349001
8.273083416079754,5.429049913772754,3.807493417817245,3.0982247240630554
6.700633808593811,1.8481875976407305,3.2677198087187382,1.1597711848376357
8.84314531168946,2.545245938156421,3.351768953553058,2.003495478706859
8.23304869209203,1.9228108430137962,2.323904277749885,2.9313034266653513
2.6791305299743224,6.5133352744828885,2.848338418499587,2.1508698513083524
9.0330309864098,1.8478932725124442,1.3124857231589768,9.68994268900582
5.854080177240856,7.788540997316945,2.42939476665837,7.725357628760539
8.266961396476564,1.1845982738835206,3.783314061448608,0.6841829007712519
9.06482169931144,3.244382091963029,4.812864122024745,1.269650126360472
3.8620312747467747,9.016000083027164,4.852256451052082,1.4789115517473075
1.9904673207490908,7.4667818631002145,3.2228914764995666,1.430860029193102
3.051416462877475,1.6567149963311896,3.4264890072383283,0.43057677708369463
4.843970097636307,8.390134940366618,1.74288474200387,13.379289881449049
8.362132893302437,5.437316093861843,3.781232432374123,3.1800569510068626
8.74657524930709,8.621047244519463,1.282635170697545,45.834423496063046
1.0625691747807164,6.406657970053541,2.138742743197778,1.4882354797334862
5.596725723198092,7.136497288295729,3.673453389141769,2.959852450775766
4.7566990283390105,9.941514043561373,2.241240526173957,9.414153381551232
2.9989702942365724,3.0910199133161633,1.1993874964578173,6.4439911132748575
2.0787883060031453,6.615510172852495,4.327481637403855,0.734350067661864
4.038536542632651,5.142892510516585,2.241320028538252,4.134506892879583
9.486187335212673,1.355067576304223,1.2524208994347137,8.195058126406401
3.908826388186797,1.1302357735257853,1.2991526580114607,2.6175504343631606
5.669115595690295,2.073057200360728,2.0070351951550145,2.917538672255632
7.3271706300566,6.841825664846933,1.712063788886105,17.10284758463319
4.272666421413646,6.10446779122053,4.097200471120603,1.5537186051135565
9.746038744488645,5.980866050473547,2.2867361866681377,11.14705337775881
9.662025654479,1.2867108627543407,4.21878314015933,0.698513413431865
3.2660406624282774,5.223726967240063,1.6953839912926112,5.935617418958421
5.475236553031469,9.321605360582756,2.971516718176335,5.7801251788518
3.707904788350927,4.57832682379582,3.752148534212515,1.205800114870933
3.5635644493972087,6.6243022280961075,3.6079634154634195,1.8134287883008315
1.3319825261907952,8.018368080608292,3.404517639721075,0.9214533188541953
6.486079005819072,8.055327512276989,4.69928640772468,2.3659284542933854
5.524111209059753,5.673520741557442,1.9141005908269775,8.55432104403468
1.463308761249904,8.721567508621026,2.9748768178484215,1.4420905961170964
3.507818178129503,4.522402840273722,4.5359702002896345,0.7710205156334072
9.174392973699883,8.998238933063185,1.3115750623806282,47.989757828885104
3.1560570160027517,3.162044497559908,1.223553073012301,6.666028918252965
2.304053848821008,3.5219476629151396,1.9332091502331656,2.171290032621082
5.405074842498067,1.47808561779101,3.532084878152074,0.640381888120159
9.870854086995406,8.160236528880546,2.0395185057992276,19.36431678489648
3.178497443603504,4.75349712609435,1.7609595352351959,4.872326118301002
7.049219926652907,3.062049525202591,2.8352092614331683,2.685239537534272
7.854576537958458,3.086112498549217,3.454392275077646,2.03138023169725
3.1387378959315972,9.112599471063099,1.9942308280669616,7.191947058669346
7.553947137506736,8.505249404149332,2.2027647468949683,13.241121166005417
4.3100481944732785,5.98177796821465,3.4542372192460555,2.160767786086893
6.690752475342215,6.54499720374149,4.782953687957811,1.9142210041684344
6.7017673968480524,5.268930134952619,3.698966909752353,2.580779485636655
5.821972156672826,4.52499888590928,4.13161657433824,1.5432936839152003
1.8126079304896747,9.239291930964983,2.467240379021875,2.7511840001336108
8.51772246030314,2.1305143316827184,2.0890174375378643,4.158376565295949
3.8870205847456223,4.7660211074460515,2.81707097281049,2.3344104819425686
2.678666593598688,4.1010571718908775,4.228531314846695,0.6143776139327568
1.3669762739928752,5.483356482260335,2.8251985671622233,0.9390949457283455
6.318036488694176,5.118686870906576,4.386901635159444,1.6804473088919454
7.098079256580542,5.6700057848597325,4.955087922780509,1.6391610145540179
1.1492904603507053,2.259270795042947,1.2881066629213453,1.5649282729423168
5.608837524693529,5.618273513619494,1.1816406243348148,22.568615153003275
3.0384619767814414,3.1817693249848977,1.5983588116534473,3.7841987442720155
6.806555113685048,2.6589821408937215,2.537478702937385,2.8108519659205857
2.569297861044923,1.583507969075721,1.5241688365817296,1.7513322827896858
7.218439642922194,7.863873028805268,4.482657910475024,2.824936092619471
4.480618116704837,4.84697728770904,1.0925850041082552,18.192753883688056
9.43056989863061,6.639793149805826,2.26317086534329,12.225251465253807
2.2376884973139393,7.54834008974269,1.7387785179768214,5.5867926931045755
4.069597159452327,7.113849987821982,4.726157320630129,1.2961037773867083
2.021261691165302,5.234506471807141,3.6779240195601117,0.7821549169070421
9.322242564507064,4.491086760565569,4.648121025805498,1.9378358632868737
8.896054180428829,4.383639186765974,4.889314841241573,1.631308923425793
