m1,m2,r,target
4.370861069626263,4.362767366200286,3.9199932439598815,1.0844288039363037
9.556428757689245,3.9962088660826294,1.7380479823948463,18.053743609460508
7.587945476302646,2.5853852125257406,2.3865587774795447,4.5917643155881604
6.387926357773329,6.465400030913392,3.653122547431273,3.5471726769506184
2.4041677639819286,5.28961744457766,2.9283573780979197,1.3812428155936307
2.403950683025824,8.791308930916033,3.9542841545395753,1.6761355436271141
1.5227525095137953,1.2889862243385242,4.844831604891439,0.06466551941351899
8.795585311974417,6.794811347996137,1.46618675086079,33.78721910288569
6.41003510568888,7.86653990660405,3.8382708655922437,4.057973168201313
7.372653200164409,7.835379122694763,1.921376622528458,15.17434764652661
1.185260448662222,8.974665703859726,2.657906909630277,1.848814548849842
9.72918866945795,7.561303685465447,1.1314509031805593,52.32490303428656
8.491983767203795,9.350290554829266,1.5436295291707958,24.891940526120315
2.9110519961044856,3.9939093983880234,2.2791091561955987,2.676093506617083
2.636424704863906,5.528884750763888,2.36794322115194,2.555302926823018
2.650640588680904,1.126716969546016,4.5983408658483835,0.15824115614931766
3.7381801866358395,1.062618285729621,3.9672516370660604,0.34429351669240255
5.72280788469014,3.161139584063679,4.888731872748164,0.6475978300616742
4.887505167779041,1.9072647742517672,3.396286041340962,0.7849714491316256
3.6210622617823773,3.3419023114217827,1.9668549283652719,4.110136929358538
6.506676052501415,2.5933896507555767,2.3106201196865714,3.58332135393012
2.2554447458683766,1.2566802235478343,2.2793436931678683,0.469199709680696
3.629301836816963,9.183737317654444,2.3059773106530064,5.070830605368147
4.297256589643226,1.0740081825000236,3.6918566924472627,0.30285389699607745
5.104629857953324,7.624739299033768,3.123231712361665,3.4008073063618425
8.066583652537123,2.369330982275649,2.5416967123465772,3.098912819167794
2.7970640394252375,9.2100665979964,1.5963590749148664,10.267479895596766
5.628109945722504,9.035163456308972,1.0885566517685836,45.31038283613156
6.331731119758382,6.885110317323316,1.8753387103507704,10.311275578262308
1.4180537144799796,7.050107348205446,1.429885615874725,4.82046867404275
6.467903667112945,1.048052277727197,4.1417801234089575,0.2326936317485426
2.5347171131856236,9.863844095022419,1.4499918312555415,12.236592377416033
1.5854643368675156,8.90049343218233,3.8969129492273447,1.147696613566525
9.539969835279999,9.055956031570828,2.5426347591043306,9.555430437109342
9.690688297671034,6.933200833457848,1.293513558975104,44.03810205216163
8.275576133048151,4.103082357890829,4.250920197726343,1.649440769906935
3.741523922560336,9.042837841814327,3.3185222809464534,3.565406277224262
1.8790490260574548,3.623652353360731,1.9430460514542922,1.8607340016858631
7.158097238609412,6.064403890079825,4.578724697330672,2.238198325968585
4.961372443656412,1.8975787510949416,1.1810332554822058,6.837096833975912
2.0983441136030097,9.297600671194752,1.8072784327910516,7.5599114062499995
5.456592191001432,2.26693411994092,4.008187711223444,0.8234510928453428
1.3094966900369656,3.024071251573665,3.8375117212395566,0.2309656058552601
9.18388361870904,6.023207423153935,2.157086774897912,12.12298857392929
3.3290198344001523,7.876837001916834,1.2480995014111325,15.591422996773655
6.962700559185838,6.57416175342669,4.432312288899775,2.4056865461827326
3.8053996848046987,3.0892052152014053,2.2547905522796103,2.118126697818317
5.680612190600297,1.008487382747413,1.7828536597130609,1.5583624012316728
5.920392514089517,7.814355222766952,3.0642472894439083,5.123521707410665
2.6636900997297435,9.866865933199843,4.640908797129789,1.233888301091044
9.726261649881026,8.289218082754815,1.1741863113735014,70.92045513595126
7.976195410250031,5.141859563409538,4.0632163521235505,2.2779784733112907
9.455490474077703,9.13390535259196,3.2898929117548357,4.818270502230449
9.053446153848839,4.68862905806515,2.7017964662072678,5.391878102966262
6.381099809299767,5.724406758191208,3.97632177642024,1.5587720291469538
9.296868115208051,5.2941679065611496,4.863297697766529,2.254005743380043
1.7964325184672756,5.028614853989724,1.916824844650764,1.6355355585375886
2.763845761772307,7.976716923645151,1.5745894602884785,7.134344134755748
1.4070456001948426,5.740920165425428,4.651526980890788,0.3462804808588445
3.927972976869379,3.850454098226945,3.675812309829215,1.4650208121271948
4.498095607205338,3.3234235089263047,2.751944086247864,1.5503801789451934
3.442141285965063,1.3397258527069005,3.2930382810571324,0.42631166915038043
8.458637582367365,6.248756456947413,3.982455620704976,3.719242518105626
4.210779940242304,3.069652738609308,4.092127594822869,1.0009917937413086
3.5284105871864266,2.3332052981474476,4.679576723275858,0.4344212211310628
5.884264748424236,6.8844696744490985,2.7073711555824906,6.7358578717958
2.2683180247728636,7.13088332039394,2.17364364007758,4.01529337654108
8.219772826786357,7.769394030318994,3.5586570671593676,3.8233528233853606
1.6709557931179373,5.5321920670473235,2.6629115971181214,1.3973929542220744
9.881982429404655,9.04649144683498,3.3783938157959117,9.161997080295794
7.9502029236699165,9.42708478058405,2.6799431938238008,8.439017000044668
2.7884411338075514,8.266338458132406,1.611983146712698,7.84204857286792
1.0496990541124216,6.720341338073685,2.8777070066358337,0.7150099013002655
8.339152856093508,3.733488582320698,3.763671287764131,2.537561521264252
7.361716094628554,9.84650429458199,4.197135230670599,4.057844989586063
7.561064512368886,3.467225504727445,2.9733051071861873,2.775130578796613
7.941433120173512,2.8239122979138793,1.6609515608416037,6.045247544320953
1.6664018656068134,4.979387024079244,2.6587508385977263,1.1579951670192543
4.226191556898454,1.5115651364114961,4.145175715366793,0.3295795353598463
2.0428215357261674,9.806450182046117,2.6514370824682914,2.988254497858598
8.767930832880342,6.295902007747824,3.7861231744168893,2.97063248073452
6.609683141448022,6.012568824977578,3.028854726712359,4.486090114198205
3.9780822236738427,6.902166519097479,1.9648925004375868,6.487484802390567
1.5720251525742128,5.47321282999486,4.184602032092297,0.3685837495345923
3.79884089544096,1.2885716538508742,1.3368538162827481,2.0119129030978065
3.9266498982407234,6.510801599563571,3.0995611310206024,2.0346429500448693
7.566455605042576,7.445564892607876,1.8355641369736198,16.030345631115267
6.738017242196918,4.750741545616478,1.2682625141655026,20.38260057209236
8.98491468318694,7.815660148640736,3.0117357483329954,8.159658307131748
5.249934326457543,3.0430116940457856,2.9982486237396944,1.886455367749573
2.0763482134447155,2.9914893195956562,3.8276036067028834,0.3596506256570342
7.419203085006955,2.4527528891881656,3.9790027722076196,1.392678014282018
7.847065437552077,4.347952838102456,3.911165954771587,2.0331173128843067
6.051494778125466,8.623108318501751,2.63823493166702,8.17218149763944
7.938704619591049,8.451208559341579,3.52675914890625,5.2169801980148245
5.444160367279517,4.445417871671534,3.307780970575841,2.3780920890229766
5.704595464437946,6.302068623822129,2.6862470244676784,4.768579250239124
4.847869165226946,7.487346848274241,3.388850776743973,3.409459141759105
1.2287721406968566,3.170860971652207,4.788991506825051,0.1696360531586783
1.97102284293974,2.513269773052724,1.7715749747255094,1.8352904544578112
1.2828626711806081,9.748863938910798,4.623088383142106,0.4893421912867454
6.727693701374023,6.558015818886567,1.2138220559327935,19.345312501779475
3.82920382968694,9.832741496502974,2.2335568516066426,6.078020510073001
5.577136220482325,4.039803884190062,2.152580994446113,5.901926906220076
9.168098265334837,7.327285299767183,3.505460431523623,5.297799821038728
3.2436300623398746,3.0034327288711395,1.5248998071091613,4.266682344000471
4.693446307320667,3.3508015414652164,4.529390447359015,0.6050456036657987
7.799960246887438,5.607119091426616,4.3142056338601655,2.3806053640967644
3.059183489424602,3.876563129572641,3.608263278741111,0.7245393817151414
1.6928191884591368,2.50859407456526,2.833655327168791,0.43623308816763473
3.6077630762239123,3.3659263179039343,4.731824168568314,0.49869922447880544
2.4509915852860398,1.3217355501927819,4.322986218882224,0.188779280410879
