var_0,target
59.47280034388909,62.61355107060827
0.4137982951585628,99.28054047129989
81.71058506328266,46.58957632287927
85.87123494657679,54.15865927962494
27.503416287983818,86.45949089678452
41.60374069302599,48.75627162493616
63.97557983652226,4.725186799527837
6.158402101266103,64.1163848620525
11.851985966133228,61.98950525552648
45.84415436042192,56.49418646785892
47.37707349719166,48.66926562709981
47.230751880365574,77.23476410415726
14.092065404386178,49.996249744662116
85.96902747115902,50.880126384724456
29.153276907167523,38.50517190047734
4.7790532923746465,56.30463170631253
50.78598430554745,34.70295537033131
73.84416613716556,80.7359786434351
75.75903241671894,53.311337944115344
93.55621290734314,21.332413311245613
62.481926964068016,71.28025532719282
59.5289742836799,49.19595142915042
61.524204512589634,71.00638157551808
26.192468634270448,1.6460858498193898
14.642065852629493,85.76417455621167
78.5435104083651,71.57229827154161
71.53507631495236,25.482873974130015
71.1281874134835,1.1039407853320693
50.14548301935441,93.38445095372599
44.33784658794251,93.91846460137545
55.64716212195356,49.91362763607411
72.1700684736726,89.76999317238355
21.421475767625342,38.78181873648021
41.6430640135174,29.709439554136907
26.43523039969834,6.438827077310272
26.05746895869261,40.311050203808016
69.17830341258377,35.589883955729874
73.73081043201441,53.42855982702604
12.154446750827464,57.89094469576687
50.15734075679371,59.05655340545564
17.56261078241336,50.68695772883688
51.73827012141767,70.1259310920076
92.19922907837802,11.93357033759932
96.12723431298008,56.746353032213484
15.03423440740801,23.280388068667623
40.14702012175263,80.902158333474
1.193647175774537,13.897172184496998
91.81480478382218,51.819620615636275
87.40048184420192,92.69365379011221
22.798777806230643,88.18914967355663
82.42767738002378,95.33215046462344
97.08050523664714,81.80952970582499
81.76160752819244,74.52343084541894
76.11270235748475,64.5693643970319
72.93950429203237,9.075961150197553
94.32522118406598,0.46019268307940786
57.29846978750292,26.261896483342618
28.924602742213878,77.12206977718161
4.01945812025839,5.7785113522167535
46.344652963556,8.302713412126007
58.42023116932733,24.873463860954203
96.95313389256295,79.22922196733558
17.216680951759233,62.16031351963207
74.0084885185459,81.74633250161035
63.136999056762875,60.73712734107293
59.23438126443783,32.55860997678488
49.57554827489618,19.217835577334686
89.47338776179579,65.82456619743107
43.134526917623226,61.51853334190868
83.22454039333019,48.98485760493051
15.7117228637061,20.589108690561055
5.296572053414417,68.85946810795922
18.75265677971121,97.89414433522666
43.95050978778611,46.349457039708696
70.00351810656073,65.18051563351568
5.043054050674667,13.461924956895244
79.30160394127526,17.62257707889219
86.48336704802452,90.46395189423791
20.731667016772583,23.66612192774602
77.97612937676166,17.34442890625656
5.67815733286916,70.91697246590186
5.8954257382977,5.1457938714319145
30.195208061302694,81.02666813633176
9.168606003943525,41.67298299497575
25.730405888032482,86.26683408051845
71.75438478175111,99.10672374030504
69.43326575081514,44.85284637212739
96.8434567004222,47.413969106041506
58.16151931239448,54.6329405698837
62.049636768880156,90.05856883521614
81.68218173826132,48.84174359680424
83.32170829958345,59.266117326833
74.18028244915854,39.77458741607314
49.031054559653406,91.74356424758624
12.896544429715707,60.12526528409454
62.60865990036643,76.03952468510433
0.7694741026629703,75.4013353996786
18.422722095893274,45.782900291007024
74.43177724316051,30.904215366243847
93.12901990051986,61.5434305931724
14.524999575803344,89.93818324170306
40.764215493127196,71.92085224125964
23.57455130102235,66.60998751898855
6.1442462642733116,92.855350336893
22.596449997051018,66.82618341099268
36.69201463302907,81.1008153397264
91.68799866168726,69.8163828477813
37.27836257862035,47.52945258400176
23.16693161637222,43.976053510571035
50.48953826588387,78.53485716228798
31.906333135885657,89.16644178776282
3.824410606460804,52.89388552709915
84.33737423793339,58.471860749940376
62.580250060713595,85.41860621361823
85.6564114605333,38.900601588797926
69.76907050368368,15.858631035381777
97.68258732494083,73.58121784818734
31.462764424598955,72.11819081785498
36.28336466280465,54.128018099864605
25.15341446825239,88.84781799179142
7.256901047616616,75.50344671625469
62.89292556666556,93.66354513894365
61.28510555552074,19.301714310839547
63.900927587978906,66.99191328447849
78.75047072594118,41.971247596548785
44.82944467206994,99.95239199209755
98.01889057438935,58.18493244427946
54.92644218977745,33.82265081562375
98.84104334696389,99.95418180343552
79.27099411800475,40.69903491702283
68.80517348392519,36.68481955638432
68.52992847437453,82.39069484060016
2.1798832585360084,42.70332334357128
49.48991310138755,96.80872149287173
47.48355048350751,31.50272020777719
84.75201288581422,74.64002436552781
