target,feature1,feature2,feature3,feature4,feature5,feature6,feature7
0.8292936708933906,0.3892502280951369,0.6271646097757253,0.6982849520817593,0.15783827930256955,0.33111427626385126,0.5837026967330923,0.847892968182936
0.14711976082688494,0.9483391703973206,0.6420756384217567,0.5661595878891912,0.08210165994758112,0.4541677376582185,0.057541533946157464,0.1635682648385366
0.15627503866473091,0.8067642146143507,0.7313247453838455,0.10118426372175915,0.727661069505409,0.7682154587882062,0.7408176453305158,0.313913980474938
0.05857753059478854,0.6680675908641434,0.5489404370319463,0.6397980115777521,0.6718597965181115,0.21640792693568955,0.6473959492506008,0.6045162696457312
0.5848314532944147,0.4333842207495723,0.6863333038431765,0.20747568235368974,0.4953769372364166,0.30112405775451656,0.8944790252028669,0.4833467131065816
0.9491661896184558,0.1500246489112278,5.689499169270196e-05,0.9769496133419048,0.792695951607681,0.5464995575566256,0.316623099224001,0.09737947992552543
0.8550227798641575,0.9979085076483468,0.5624358710947108,0.3721066584981231,0.4187917053642026,0.5312152055015449,0.5690097057965514,0.2941894721925934
0.3930491367472809,0.5879245683021159,0.10331430117348295,0.3884758411505722,0.03526217445282798,0.881665740590341,0.49734057720096203,0.33677143378582364
0.5661919513685777,0.7317629648523012,0.4432694989531516,0.8358387492079822,0.2663493134963755,0.5117742578661674,0.9372394335785392,0.5083540843827643
0.5968647577607006,0.06315790864025728,0.9256459911391796,0.47675631990425826,0.06835314812366411,0.11509049028599538,0.24533740209104105,0.196491453462456
0.12165222246185725,0.14066350758833768,0.6337618302580175,0.9850294926383563,0.3391327714595723,0.5517023618098398,0.1124964474849911,0.20592417326222823
0.19953043013445626,0.9791130819710204,0.5155989627523045,0.5448825395719644,0.04351586990759315,0.20139682309946694,0.17388893052399712,0.20013665072302766
0.35691982626909424,0.8971494929363705,0.3215238535868634,0.6399558358012142,0.2866292149827221,0.10301608288764541,0.15409205879224808,0.9571827270966735
0.4080192225786724,0.7894065337373453,0.7397504602558342,0.24864956679194572,0.5792196102669485,0.6174592918174167,0.28402371934202253,0.6883873017059114
0.3178736847801078,0.8413126639837765,0.27562819156843865,0.61541193486546,0.7000904501247147,0.10567811617474565,0.9637215331135655,0.08327525400764246
0.9839260808259778,0.2993967599699384,0.5769588912988863,0.4676247155584131,0.649151794222697,0.1349991188010945,0.892053950058447,0.5942360419458557
0.4794094590339305,0.5872383413518969,0.10469054170292935,0.2832875206808739,0.7594526993810106,0.2718953374428321,0.35145890462146334,0.3484489474469131
0.6273778723108981,0.8855280634742996,0.9909808248008163,0.21008198903574038,0.5351108826506792,0.6330876336734025,0.6314163041333415,0.47993109985869564
0.9129388947652767,0.0569801640017118,0.8004893626824623,0.7775596813806127,0.5624970723868437,0.28669949214523394,0.16877546621124362,0.5417014639451343
0.849002177853175,0.29775601738341095,0.04649356949333061,0.9078025689895767,0.650107981815904,0.7740755587514064,0.8079525332802586,0.03181600044855348
0.5569309340656443,0.5832248151414097,0.9079905126915244,0.540466166565051,0.7373616866969652,0.5505079790207796,0.22719562925939318,0.40214089767652816
0.005236886236682059,0.37550258904639766,0.7110384092547317,0.759124622298612,0.11941998364881967,0.5074797503960415,0.9065236373808591,0.09542306671297951
0.4050465651812378,0.9100803584021866,0.7834717631989008,0.06887454650669689,0.6453142304608652,0.4707576713369851,0.6374670425779213,0.27585718620304367
0.023641358135716106,0.003939943096278653,0.39581926976323245,0.713932953565879,0.4754662607748663,0.04263594063993548,0.2801152175594065,0.352685677923659
0.28245760836511846,0.8295843328376146,0.5966285530195939,0.5943364398111405,0.5268685131852978,0.38995262789149254,0.7562153897396167,0.9249740807285362
0.5677000590294983,0.5982294875598357,0.32728440521309954,0.1377470829187296,0.15718463125481108,0.8597726951575938,0.6290585862665814,0.826801376355772
0.7099914604837959,0.5804195666564458,0.24032719699350946,0.8935394396781636,0.4888075662678226,0.17354027559451657,0.922810546919764,0.3507328065689894
0.07447187044974479,0.3661563534626643,0.41249170910615696,0.6540957641454703,0.9965254268154066,0.7352625390993791,0.010365621549895954,0.757017059059373
0.49582928645989566,0.07320492389826982,0.5958985057590476,0.8105968147089605,0.23860209712045521,0.2837197448598675,0.2869556778509885,0.9309002159460542
0.10746284788807725,0.7793186840799099,0.759811867112556,0.6013474076396002,0.2731425469921458,0.26990740759104237,0.5762517460109762,0.30489610914266363
0.5946251060656974,0.9290564186550454,0.5220667013098143,0.26996863508065383,0.840880144072033,0.9477207757016654,0.07353615755628984,0.13681089806175928
0.05840638567487155,0.1303701195400302,0.32368350742794383,0.2463064786634318,0.5926080072188422,0.7968113782742234,0.8502097931742427,0.6143971955111704
0.23242620496211963,0.23621908334161446,0.6367046294409731,0.7287532311374427,0.1110687260602975,0.9881209089701604,0.7079553509785194,0.9390453760052871
0.6411589497849439,0.8156389514156689,0.7945611997183301,0.878538017033466,0.5496368400976682,0.7271925690042244,0.9650053707242386,0.6094347186314578
0.16727352225107284,0.18563027871085058,0.0942189279487261,0.36788782150688726,0.06715065893906891,0.41751294531438765,0.371402427008788,0.22099391755098663
0.708971804426206,0.7005895240769472,0.6653537080610132,0.4390587148449616,0.48047921409934224,0.071171737485619,0.019044972020861972,0.9640105297131202
0.48976713194265065,0.719924920576453,0.2999864411447064,0.8785252121198122,0.5392478164981717,0.1760383471514234,0.1342617022613708,0.4403751240897863
0.7340766764393005,0.9090154935956368,0.46632234446684495,0.9234660091490471,0.7083209198641198,0.34769392099750274,0.6524951523204641,0.15331693496965293
0.07721687257920173,0.8605310689186784,0.13029274970725202,0.6699279665211721,0.7182434630968441,0.5324680255744078,0.7732044438599844,0.15854505586554024
0.06355656258598996,0.5739376860945129,0.28570745866220637,0.8634590083305073,0.7192639412691046,0.03285820988969301,0.49869892856966125,0.04575923376983693
0.04351491204076208,0.5337686503712349,0.01752746510608627,0.4453785155800537,0.8279525406276637,0.9426992159903936,0.3875297678335764,0.8747593560791193
0.7730511702844676,0.6478269244349245,0.3932196794365348,0.37046065410108964,0.6882928545081052,0.5600677175876674,0.26270152549666836,0.16196765842383676
0.3413765519266583,0.3424575896646186,0.2688474103320929,0.6752111986113857,0.6191412918167656,0.7410877688083668,0.46144224209102214,0.8867190249907516
0.906316183465111,0.20104176113962569,0.7149578408431853,0.8112661388587538,0.37302182915275883,0.6996671396754289,0.8755295284060057,0.407796081500444
