target,feature1,feature2,feature3
0.8370503402105214,0.7938259619289046,0.3671237169606767,0.4014494353823108
0.7885570016338233,0.8594132508722213,0.9093779520724318,0.27417863061456627
0.07057649925526122,0.6941323830267182,0.28314720231189905,0.1893298816881519
0.8422027314541304,0.9568416121434729,0.9384437024166632,0.7438328585440993
0.7516199916907821,0.6077068399629818,0.2707837377204384,0.5502302761080213
0.08876584929689735,0.8512983667024155,0.8540965796513051,0.9179786071146557
0.1380256796870455,0.13133493321412137,0.4914780370570776,0.771232207530231
0.27413410313647746,0.6693961921316759,0.23322647968283572,0.18367455591065807
0.26254225004663634,0.5521835470336297,0.024110610708573343,0.9730622618479426
0.7376358074716136,0.5175414253859517,0.7322588971245454,0.4057281491731777
0.5220879442379164,0.44831110556849385,0.41440317066817256,0.19685175222275508
0.7561533392103601,0.39090161915728106,0.98498678208673,0.5616045232214323
0.27470481577857664,0.6849434797465742,0.5044709019624357,0.9644361164911007
0.5557898335184666,0.25771115354082874,0.8666221011874383,0.1969238643534036
0.8139660017542479,0.7266790821111913,0.5538071373688909,0.48355492945791645
0.024735993969395187,0.7517172939968477,0.14776001309376097,0.987647815028617
0.22488713788260328,0.9878997712854196,0.22902464157902136,0.5873023290411364
0.3392866752103877,0.14028646737042272,0.38482247216457477,0.3799799266171552
0.43374390778229754,0.9542381633799594,0.4718000192350126,0.061664050089552
0.6784996254824783,0.41272340059529555,0.14144359213359492,0.7952375267952423
0.7754824274817202,0.9455144522028863,0.644435001585295,0.7256539092170659
0.36729554085537064,0.9263498886962453,0.1651097931870652,0.47072708330737545
0.34985920057803976,0.02050236251873716,0.4914416656170395,0.0035871848474314794
0.12953236490720554,0.13720517865554605,0.42576913447414977,0.2484802928095251
0.085556084129074,0.21554207794492974,0.04717068961909843,0.9908325164546545
0.6407265904943618,0.525704844437958,0.27491801153902795,0.19155528671351085
0.8257006841097483,0.1314244508110487,0.8666306481223762,0.4460524434060781
0.9930177399822995,0.7741850797160779,0.993967980593241,0.7043057520016345
0.8768858903114055,0.9850531080336524,0.9935840411041613,0.6469450330545715
0.4843701013431667,0.6762125269370547,0.2433686522106977,0.6662981359039398
0.8091903107187124,0.5148913285169499,0.0923662964794928,0.7536735189418764
0.11809606793014582,0.8287745114648255,0.5351488219626743,0.4050446504011177
0.49126315617529215,0.03852398222273179,0.512774442714293,0.9910562218003028
0.5173312147991774,0.4377428920214852,0.6338986390939702,0.6581286485269728
0.9599375206445363,0.5254159164903095,0.06606399711819089,0.4074567103163199
0.7012734690295894,0.7790247496217614,0.30316939021648803,0.5965117732549603
0.5386851755404565,0.035922502372407794,0.284350913622894,0.6195021207785594
0.1933656793146783,0.6955507243348246,0.5528744302081379,0.8124496008002668
0.008393820076781466,0.6948136651497137,0.4607542786340927,0.7222990484784414
0.25178475257849164,0.8958438121234262,0.011109033956550163,0.3304543044922047
0.7575317411841505,0.01835549718399554,0.6775162040756568,0.25545332020290756
0.46487081266803376,0.9782922254369413,0.06540318576677595,0.3047564136951628
0.4178012546792883,0.6689796464555736,0.4914757169549211,0.5950941301711098
0.7679483527767915,0.6509592008622213,0.3087482701746045,0.4630377999448022
0.04087831675753195,0.793291472752624,0.0001148801140073985,0.4222188855031248
0.47648431511322387,0.07443524538012514,0.3160208272423406,0.09136091806738267
0.014478238204365113,0.6671355337674026,0.360116768516062,0.7205367968630464
0.17533690670867297,0.9379862254204222,0.6069589472403226,0.1273179157538128
0.2517305823143029,0.029546852215271757,0.37286831679245713,0.8470296415512494
0.9802547292599728,0.5404893356946726,0.6498117256317322,0.4542799449452313
0.8069534598451535,0.30325910032135706,0.984101695034046,0.74132383872667
0.8725236883909169,0.9901966872309623,0.5606618440154184,0.9659951998633141
0.26923505116784885,0.3073869364928242,0.8420489120996016,0.2586481443769092
0.6427954213218867,0.7633345913195807,0.0748338280630273,0.8443961314596052
0.11687689265704437,0.08825837588996,0.6899053538800893,0.8030968123590633
0.43605697569084256,0.6534497329303894,0.8802045543729998,0.9425586582963973
0.4611627154664699,0.7340540441281903,0.11904564017026276,0.2631215537575522
0.055982193528836266,0.9745682080781967,0.423752639392301,0.5443877158456046
0.8791679391309027,0.8222508754379454,0.47312505472075606,0.8232579546136056
0.7097395939645175,0.48859149787789957,0.41405116416500065,0.6703068732097441
0.32772506789480205,0.147635188308345,0.576598737551573,0.2117974446123715
0.45803121339779074,0.7876798544724035,0.08134952374309401,0.886033229885864
0.9732973439423018,0.43571359474742444,0.3219003355526039,0.14174625888539294
0.7387731784296268,0.8208814953739657,0.7212164684545577,0.938348699465136
0.3726436642237241,0.6882152108790165,0.2840031206688449,0.11916633906126639
0.5499034617542563,0.04241640967458071,0.7582267380160702,0.3773017640290274
0.2479303959396708,0.07086866641491396,0.3408184192212884,0.37601585677838023
0.5622338030316277,0.3834408072605294,0.7282743178190448,0.23521891888429758
0.27907090956292335,0.7375610531184137,0.6969087791055802,0.8077418996657598
0.41384946517736554,0.38241824020672355,0.7006474002056776,0.21934352599781703
0.9071745667331786,0.7161192461207233,0.3982202985897627,0.2667678756512113
0.5731050844013134,0.7633498551573296,0.15010053000264267,0.7493411048912086
0.9244978902486233,0.1955514191448149,0.12086418238888164,0.8739534367480881
0.1833806776382213,0.6058087420474619,0.43860069557162873,0.21847966416753273
0.9968250211358776,0.14780428981390759,0.6531125379454475,0.46232058802147
0.15581196163434474,0.7081936928256571,0.4125785594431909,0.9945038958069836
0.3098553412695415,0.5010135783430765,0.863956182195319,0.9193961476333984
0.6581820817769531,0.7295471674895007,0.25400589558487596,0.23171543136270034
0.7834086662189971,0.1177867472689641,0.2731271393850847,0.7486172865148675
0.4294901190400865,0.27531394429854106,0.5216644562961558,0.9954400280709121
0.5319239473391293,0.6188177366993153,0.4162238490766701,0.3841725597660236
0.4515345343195468,0.6922457707519677,0.048513048723462515,0.6439901458524986
0.5224449102460602,0.4184986633366138,0.7785373879419586,0.9068415419591879
0.6531622974059236,0.6622673280064901,0.5433072782340723,0.38864451104850484
0.7874636615251142,0.41603954941260424,0.16335729202963234,0.7363045949974532
0.1244025966490746,0.6319346334525043,0.8694218408410892,0.18638437769030447
0.16036417994354002,0.5169164766248073,0.38964264870779775,0.9192374842305738
0.31419071401415444,0.9427881212088494,0.0700188678161654,0.07571473585696264
0.7821761029662994,0.515042451735247,0.025770559655989844,0.48314547065423685
0.8541823590758559,0.008798056766031181,0.7260894138801371,0.23167384979467376
0.6870734695959156,0.5697073952690429,0.5417641889963734,0.04205638085831498
0.3499707963138805,0.18045813187950577,0.6169544873204506,0.9961230087836647
0.14648336439795262,0.6057958003083345,0.9982454380310366,0.45572416131653803
0.6132705603867756,0.3895787617503689,0.6706586425929748,0.5560214133872936
0.8283386873438184,0.2674792992430951,0.11967675474896478,0.11901853627158798
0.7225254227865784,0.6582871462836679,0.6379104690802683,0.09068972120674623
0.9393104628836293,0.7244333335580987,0.7720902730287351,0.22525915190731538
0.6475637822805574,0.9271247588927661,0.816489090726418,0.8297702890432364
0.2921769875274459,0.0168527204673512,0.6370066619215907,0.06249185686819103
0.08031933419277304,0.29909095466199254,0.17386211022905318,0.4109947007858171
0.4638892137620839,0.07752446046924721,0.28783782424224225,0.004669437425410594
0.9150648508769885,0.6721490646941529,0.9787809301203004,0.2765585118336318
0.405951513261813,0.5040179613825098,0.06803640472464378,0.3841552042740244
0.03358082366754456,0.6766628483088213,0.18266860031037058,0.318013868153707
0.28300926268831517,0.8239891477025097,0.10549569055384922,0.97288595158589
0.02122619871420639,0.29083227193901806,0.5939089936580043,0.19191738817580184
0.9053761271043776,0.9491678872746367,0.32602873883008143,0.5664161623213433
0.5828130644802223,0.15884638688859076,0.6370564459218083,0.1781887344501184
0.8848051120973354,0.5550973028255248,0.9314385251923184,0.028612922582248568
0.9587341127492457,0.037714089110734594,0.1839741183340996,0.44175922804478907
0.5335072200871037,0.4281183031932473,0.24135650677860165,0.26134936045468105
0.8918437381499854,0.6605327683280718,0.04676034531228668,0.857132363558456
0.866060159791413,0.09191164967295695,0.20374927744471316,0.4843597470482274
0.7047186172302353,0.45605762258821814,0.2526213339422958,0.28126981010002494
0.6518972982245523,0.9608846635401697,0.09907114395381811,0.5523432217196038
0.2744498096604844,0.18337559149083016,0.7434975345331903,0.7969307980700706
0.17402850445043783,0.24433036098515437,0.5484131217081656,0.46803378954167485
0.23190727122902,0.4925856804547777,0.08509557709407456,0.029603702535013987
0.476865474147218,0.7236143776376323,0.5634924541826728,0.935518321796176
0.4207213721013269,0.027868094581754876,0.006708589365645112,0.8635816626762488
0.9068195089812336,0.9989798819777432,0.7467839756425599,0.40360705883739
0.5871291607494685,0.6077006603281154,0.6140394422197796,0.16188910288058989
0.7376840136128754,0.7294041535058013,0.006352799794198782,0.27906397317956244
0.5735878742166591,0.8372883070482529,0.8597004040664701,0.7407507752943768
0.2720843137533633,0.7529525285673123,0.4910259490932075,0.42505158748282434
0.12877880697117638,0.8724895917657186,0.4579225854732236,0.5466070213509227
0.0537410340708262,0.5153110768821334,0.27146319216995984,0.6009401409501933
0.6366537659950944,0.2861014509817903,0.7125830588480908,0.014175629092880615
0.8221634805327374,0.11660462947588845,0.44245186316951235,0.36756260712204314
0.6478249423365698,0.28053663182876487,0.4702042435818916,0.9688780469643188
0.0669855573667546,0.6476906860070419,0.7733547385393909,0.7032941442188294
0.2436412914445878,0.2763150102000964,0.5339778946061006,0.0034719835584423597
0.1604198288893539,0.07914334776087917,0.47041828434716426,0.8715701728076803
0.17083940507975814,0.8132665502997952,0.020820297181349035,0.4101881482190558
0.7484657698386061,0.08611703506729318,0.4515407882411504,0.6365444322408564
0.9593011256623091,0.8181900793807003,0.06624802293614973,0.21406456604098845
0.7177000185568817,0.029332891280096862,0.9315587017415916,0.0989546678340425
0.4778337036431112,0.9508570600568393,0.043770122909412956,0.9344855810981821
0.33938958659530605,0.8445692982309346,0.6509739597483967,0.2610520935723364
0.44475914777478875,0.06107285385382655,0.9931368072961869,0.934571046253848
0.4107612039013375,0.27102604112790696,0.3185258139730087,0.40296459725647626
0.6031663554066719,0.7545207469525406,0.8011143557093603,0.5786613314896083
0.4634840005346915,0.8063852371613289,0.2098433855397016,0.9724690498647149
0.36599502693451724,0.7729072672679527,0.08275280620130254,0.8777318424130194
0.4935750668522524,0.717123795363109,0.21221914152724441,0.03539129849660927
0.9826636981170167,0.701669628182109,0.23819178232665383,0.04298225482729756
0.058603452716693094,0.01994838317920622,0.7035989279218643,0.8451408395736337
0.9009175036411787,0.19312639276512578,0.6546338766771381,0.19069511942049022
0.1931049774677983,0.6794286315931849,0.011053805629133273,0.766902395266861
0.8852237373462088,0.3749031979369294,0.9443887108604135,0.7507017471963335
0.1151696244643513,0.16675106577891918,0.5171361545820914,0.9615668784295692
0.778653934311041,0.5372207192590589,0.06079846182431614,0.46512546757661677
0.9488326932774713,0.8144325651452458,0.14708145326687028,0.9009526091561714
0.3755562597781914,0.024830410110963763,0.22167937865006926,0.040140164981197546
0.4112549292609725,0.01638343680175902,0.9144278664206279,0.5378155416336788
0.9798318306578271,0.2547174321865169,0.9135275625231036,0.5597636070639267
0.4648542946219065,0.09762020741628064,0.3034977190587561,0.3777131102286595
0.7298359643651788,0.602458090536179,0.4203078614820872,0.47816379281331445
0.10414678825889978,0.9568353164206941,0.5844955819540169,0.37044346496215363
0.9741295109790689,0.13636990994494635,0.37937912057802625,0.908660527086905
0.3727817725982212,0.2292825004393435,0.7045062138307614,0.5722232991998841
0.5378128519737161,0.35572116119617914,0.31639458892324235,0.02556865119873364
0.5943490138846168,0.1030421442668985,0.8670451760653336,0.9332855752434837
0.7687666692251911,0.69666354953759,0.7006618597123662,0.41138374605365113
0.9724065610081748,0.5240579063309303,0.5723809533236672,0.7348697422925946
0.7649606211306033,0.34896106863179455,0.857752381020399,0.5613662584222352
0.9402808900621505,0.802449885439657,0.743031583900495,0.7907002203093287
0.2555204620984953,0.8569316701464792,0.5717053222932602,0.9267932265769355
0.13635949348553644,0.8918328633815962,0.21615274975689858,0.25202809327036046
0.015093570508233345,0.12777182496248718,0.3511508692135723,0.38925565982703636
0.17908651763774208,0.18244735553796843,0.4644257150167854,0.15199502596811565
0.8600735284635409,0.0009424221541249889,0.23487157727242325,0.24915956470493172
0.6311057973326124,0.41005660042042114,0.2571754482986147,0.42480024913854153
0.4248466330984977,0.06964704882573669,0.3235012526690033,0.8340439016659664
0.20448348896782476,0.4107905500784561,0.14232310549342264,0.8145656903177457
0.9675594821992386,0.036031763999225586,0.32246519451392686,0.841869366158868
0.023077606706059184,0.5202325823679069,0.5306040905645685,0.5579579015448416
0.23297989229551508,0.21550773617392838,0.9934823175272703,0.1410966409811769
0.19291135087399058,0.1452007466870302,0.5854196084169452,0.06338808672870344
0.3378567470317987,0.726915487523806,0.7931756073644379,0.9263258456413593
0.1417868030618411,0.6607329042446721,0.003903702621293803,0.9796193994282317
0.0380308121634082,0.3422692587877727,0.15450587785961312,0.42624771890908
0.4649454065697405,0.9600766603191098,0.7180115439584424,0.07999938966726483
0.1444360459399402,0.7883166367359551,0.6072520442522463,0.13713126945009646
0.10220515717800538,0.09636607232244399,0.4347066724559999,0.8450353356865326
0.7188517613071184,0.38105570056777205,0.15331707710138465,0.679045220588495
0.06783856234337204,0.612854496062477,0.1866127782770337,0.025221307244236213
0.12590733060901116,0.32046602394962287,0.6086403219027454,0.9933108061263849
0.6914970514011701,0.9199143441516788,0.30882055070512626,0.09276178217689701
0.1285557130028182,0.874394557984728,0.10757093382939908,0.855628752168156
0.983363543369131,0.043903161499140086,0.0184685086176003,0.7162469412540177
0.0767555505087576,0.17529809719068512,0.9482230198176971,0.7435820699918428
0.20567958566282518,0.07673061522321112,0.05433475899052109,0.13093653840012132
0.9058078245700256,0.9837630169184753,0.3282340367793445,0.5191304756856263
0.3051444222246885,0.4260534210536977,0.04578975713176736,0.2643452828292032
0.42631680227417246,0.11592001664364904,0.3509696956490307,0.15370895007058927
0.006826707436592638,0.8606475174397958,0.9924110402273016,0.6732338702988148
0.4608577460782466,0.18841947160783679,0.05068485799641553,0.8830028350327166
0.6361522774900827,0.5929283118759606,0.20096608416033557,0.9490789065794765
0.15399451748586068,0.15176412157679742,0.18250438911476452,0.8880258208050665
0.9724902307015395,0.7530010590391746,0.5588679312779465,0.6158607325962929
0.4014185555259938,0.6486932270591416,0.5638361286896535,0.17094728344559318
0.7613683676967568,0.9032287922189128,0.6025249303876717,0.2248474403424533
0.2151621253024517,0.24890345096476763,0.37387083412523114,0.720066289327475
0.6342839430127543,0.21351833233561734,0.10545816806592956,0.11807192403967925
0.7154684435828441,0.6621916796873474,0.28946627948777925,0.3573700296157918
0.9202782220862205,0.1345607403996999,0.03982206647327702,0.9030351817870729
0.826839248223984,0.1255132109875694,0.18833804627598916,0.823746701581751
0.7763439422879698,0.19860082813509883,0.3641558098849009,0.27089600860683105
0.34977364881547846,0.4632916491627188,0.2190342217459793,0.8525994807497749
0.7957849452942144,0.2018680039242079,0.15824429113105298,0.8377801787497434
0.6256619883353166,0.5052391110867474,0.5609445210410413,0.8200106388955862
0.34149739966219694,0.798523196282895,0.7021455337339775,0.9282972700060979
0.11964226745518725,0.8600079984078831,0.08336588018907187,0.18878758186261535
0.3282218724178111,0.5335882967742657,0.36576795712390575,0.5073863776568126
0.5682148563027983,0.017836935119513897,0.13299272949113727,0.8095228379309183
0.335129159894593,0.26772449880526417,0.8123148710698508,0.6153096852504369
0.5757593865221745,0.3922298412761528,0.4154257526870003,0.8489745700899242
0.03740649717563438,0.49834609080732206,0.9424601455195457,0.13042986172842586
0.7874886243390794,0.35708914541810044,0.48825859150520345,0.02719172301819739
0.0678937186037395,0.3563561894739724,0.8824733944693166,0.6770698374377876
0.2632244912263768,0.11829149621238977,0.7158850911885892,0.13774558399786518
0.1567113403066085,0.06180744196265764,0.4715182477113564,0.3665248197527261
0.40446227095284315,0.11104794211690039,0.9739698368487428,0.5033061659666771
0.21494519348351382,0.7458444707378582,0.22947007076107906,0.935093363826038
0.01557195135173095,0.1480337803621321,0.23652583473321154,0.5400104373179091
0.10686686442590287,0.0015261614469110896,0.14905995840789776,0.2613111115669744
0.7429350159480107,0.2904345883294239,0.6492449761600521,0.5968203103098282
0.43164242036473544,0.5159387571321888,0.9442908009128134,0.41904375551343764
0.9965710631354144,0.8867524711029825,0.20074718738951491,0.2819254033366715
0.5239755435534482,0.8371502508704712,0.12346193160836105,0.02606036321798333
0.5158776546643971,0.5787866963171775,0.07732509469973814,0.8750247174893032
0.0394828299703498,0.20404719306882124,0.031975676590371704,0.775357504658355
0.19457187163643186,0.8599504455116441,0.2331491499664815,0.9654724891510111
0.6609675412426551,0.824245819953386,0.5991730147757092,0.07542271198368555
0.7910470098701147,0.3620467618023757,0.6372495661787555,0.6899511661228901
0.2890479599454381,0.5847299379195351,0.0002851815791289347,0.14624549690238287
0.6539917549053806,0.15541977481512004,0.5284595713730879,0.6399593366783733
0.45274166014385164,0.7745790307975426,0.46909036965603734,0.8867839924067143
0.5760303252390283,0.8833196107257778,0.8563811771394777,0.6991136581154049
0.17433925402614892,0.2507716372005022,0.6168861385692594,0.11383533186552841
0.7108945930443477,0.39906903139141714,0.006350112868587665,0.5835978237783245
0.27952971291134354,0.9559417952130863,0.5586544985221266,0.02312260051001047
0.4292942616946278,0.11656592276113809,0.6467373908977376,0.04308410644004734
0.24793278628807935,0.8202360574650803,0.9193639518478881,0.60120271551413
0.28525912812676946,0.6632796742034331,0.09678638783733451,0.302069298845272
0.9175507736458081,0.45003939495852086,0.9740894824543364,0.033692331837168465
0.5207220635396419,0.09938906947425707,0.013465157417487994,0.648866236376984
0.2842022545394064,0.519441913604678,0.9591220370967337,0.5864420196705481
0.26168463333629066,0.28674277908900303,0.18828365179399176,0.575613424898245
0.19691420313863495,0.2900744943219915,0.04604533078255679,0.7898749228080796
0.12080215398924121,0.46689213163267207,0.09872834701552169,0.8888080578221957
0.8922984801597269,0.35037277731353844,0.6483077813455296,0.29784822445106063
0.5757366792986428,0.1665170537968952,0.7736554943262616,0.08198974088642375
0.8511175054576559,0.49650760909991487,0.7275782984457511,0.021471276743970535
0.7734730873295231,0.2469781735499964,0.5859320010842267,0.04074673386251626
0.40238116659657497,0.18070631673718807,0.9604297969284246,0.9135675977466908
0.6301105051419779,0.23881927312742046,0.1276767308686183,0.659370835227623
0.988777144252959,0.8401288034178336,0.10725851784305895,0.7439637368280849
0.5499994811475675,0.479159042574689,0.11981355281558881,0.6693908389313451
0.23602604659416926,0.7105588843427177,0.7771267951171454,0.7870871148271119
0.12374949495877063,0.9062376659718475,0.004459609129016662,0.08787544573030248
0.5770787543788446,0.3458564707162184,0.13472397847854967,0.7422047343455357
0.17322752174437772,0.0968130030523402,0.14773986835459718,0.5700578861088638
0.759482140689523,0.4948945735223159,0.7578058059053187,0.48226992274702385
0.6924640460098992,0.7135509670574387,0.5790045331358229,0.965630050467912
0.45102964187562367,0.7087134846749618,0.8953397447587478,0.1640557551386841
0.3753661445988339,0.4393979970207481,0.4889545006138408,0.24070609536481735
0.3040255708285291,0.4123291540677779,0.819606502957252,0.45367490606469263
0.691562977006555,0.015082519423492258,0.8558934929692207,0.5374810643575082
0.8514838182729803,0.9430489236648577,0.9665223873914066,0.7744104297563081
0.9400568356266453,0.3794772381574931,0.8684734022035288,0.09188753847407971
0.9710561772551961,0.9498582427317824,0.33460591497244485,0.9042532338040885
0.5263230693175451,0.9361317715667334,0.013069621935292375,0.8976923247306124
0.06600844265230277,0.8524286878183569,0.768771864452695,0.36179094803564826
0.7398504307801358,0.8436348639074863,0.38917324419071664,0.42976323123218707
0.9655606328398736,0.8251826124326285,0.852719022177244,0.6232900912952039
0.8689280382201764,0.9153879102947086,0.22939440541408262,0.6229973583453172
0.844038273319607,0.931028813284184,0.5490444488955001,0.30743287204273473
0.6160861943823407,0.3643401083706842,0.9118066143349066,0.8729617144004149
0.6782542960604968,0.9584576033869924,0.3358525533415262,0.21026047447707774
0.639048039741079,0.8774809564188506,0.09515352460207516,0.49136678851411264
0.5114894992741524,0.980496571615026,0.617681816830811,0.9782193520672048
0.7385242170190093,0.6745365716442205,0.35457147988823534,0.35980797341587456
0.9685445953119094,0.5744787234040216,0.141265132074058,0.16609247450774656
0.19482859948118336,0.5130638244914202,0.3968696679529552,0.6489154165432142
0.5042533622060806,0.053043987189275166,0.8112344835076671,0.16549163967961955
0.6280717484777407,0.6214362376099006,0.232523733380533,0.5211469005868439
0.6364502244613016,0.11409527628802563,0.2353649785818156,0.6164858539037561
0.2749102208813229,0.3329095306158635,0.5968652254725998,0.3073587455060208
0.8011651966349839,0.13004108789024094,0.5695488617251735,0.6749936936050598
0.7468540850307913,0.892936314006915,0.10722211162553674,0.9176378001853507
0.5976016352447819,0.08974286664101727,0.7176006569802563,0.07989047167702124
0.9496283541820301,0.968057358642211,0.36584370012259515,0.6972778531622222
0.546090245089834,0.8447848367789836,0.9974570127999302,0.3467639900694103
0.32975781188929465,0.23744199223096807,0.665876135177148,0.22849409116036357
0.29619386234880285,0.32511730373176784,0.41318588907647313,0.6339805779322517
0.3169002726416623,0.9351139613807548,0.32124119884354163,0.8822876339716376
0.235787181889216,0.08989792172338384,0.8396218209871288,0.3730495907339587
0.9646826569797878,0.7947341469039463,0.7944729700619881,0.6138462845614339
0.15313237121855894,0.9776158756972894,0.1729410104284328,0.4232973908475387
0.8969481436284698,0.050143589395569066,0.28991692762536025,0.07839369504603544
0.15375090883458342,0.40629353200229523,0.8012263728024032,0.891029482285142
0.7626614930089246,0.29062834983029895,0.506146843081943,0.5700421567147144
0.4554407057809857,0.8444513034039133,0.5552058855636502,0.6297486979855311
0.13964183742413405,0.3904457608805517,0.4552528630488957,0.04578046526740531
0.891362168860465,0.31629882154589073,0.2702604679966053,0.8459777809862423
0.9705013117521006,0.7982834640181499,0.27513259741926355,0.09006412740839087
0.6705161345422792,0.8422791108731614,0.5750617768816064,0.24889861289310256
0.677803130754249,0.892257959847445,0.09892625696664836,0.7383191919614035
0.16567646508596245,0.5795164505485152,0.3676068152701142,0.9865848869284779
0.038873385911659786,0.8711080187715041,0.06574905509552265,0.85895108230825
0.18676660290565772,0.5228635290942039,0.8994802194125812,0.73845825006018
0.9010107362501155,0.6520328711369501,0.37879967449548135,0.5556522234602593
0.8807210279288942,0.6340607230830823,0.526039724451537,0.3680780502199201
