target,feature1,feature2,feature3,feature4,feature5,feature6
0.589682589993447,0.7358418600829238,0.6868230531807566,0.8951056082535559,0.9417698305474786,0.8218835728480249,0.6047305169584392
0.2555770434583633,0.012309180735944336,0.5330956313068512,0.9542798747040508,0.9264835524880138,0.2779859260804638,0.16592401372399856
0.24833569450565718,0.8292578765387711,0.01669821388220849,0.8532656253231118,0.8343019372129458,0.23073743142094405,0.7054066392667188
0.9380656452979172,0.061363988060084695,0.03830103033948873,0.1325508001629585,0.08998941947394368,0.2910837123278631,0.7309311013735369
0.33243621551616875,0.8393730498508665,0.27282879633761525,0.059064122239035344,0.17401108260000897,0.7090896707951609,0.4659250444457568
0.8646643052011141,0.764592316380456,0.9350322377436618,0.8675228756999346,0.9382339930536533,0.9529097085366571,0.8624526597196027
0.07360832412738083,0.6163834914345327,0.7653271213107478,0.041775524908957196,0.4087895785873391,0.8950711583450118,0.448452771407685
0.5455955328292049,0.13496848541528383,0.07902781589364605,0.500625504514356,0.7625417503368926,0.9705872930040594,0.009319900660317071
0.9598672254801643,0.026795116327057444,0.05062450809990171,0.27753084584965837,0.533441733837933,0.17087563164129171,0.27337114747931457
0.2090363422663517,0.3300397433462591,0.9957961221665957,0.5341180937213863,0.7090611653370092,0.3533588546879419,0.1497532257851536
0.13150647295387075,0.050399817163536254,0.7864393989363866,0.45993891408049925,0.9488326564747523,0.7978044533949816,0.6946295042454453
0.17837670995508503,0.3631491700638739,0.8212014349660598,0.7874048680484936,0.46085943591567824,0.31670133836328695,0.8155717858802942
0.22033200248684204,0.5178870614716324,0.7653059105303877,0.17000294880994637,0.7888211586223205,0.8649747438545425,0.19728815272665112
0.5497267973837829,0.9995608544841718,0.6787861928074781,0.19903412145724042,0.5283777340827603,0.3530675678922438,0.5731650167640043
0.723995779015584,0.7108982489589273,0.7916914846585931,0.40058000048604825,0.9199657421531805,0.9956317948842315,0.7486489641409323
0.7672822968363274,0.3106357841173205,0.07813263774028234,0.036815621467497284,0.5763907277842145,0.3446537850443525,0.09806152338575502
0.6977262616469952,0.7015877912945135,0.08842949282886836,0.9560022123409314,0.5837533157687974,0.9483328673507931,0.42960232095985107
0.8572970330891544,0.5742319671583901,0.8647193541867786,0.7342647264317047,0.599204085936576,0.6325068726217107,0.6712774466751645
0.3424200562441877,0.15506151971642623,0.7906531936018486,0.048462224320029224,0.7932142372192806,0.6606873673863914,0.07307410797789748
0.8674103223428422,0.6401837212872385,0.5424875169598513,0.1267649343777283,0.13462776783785269,0.8744667732717395,0.39007888215574027
0.11934548188801952,0.648291246268119,0.8485179836364855,0.15034523669266286,0.046149489948920874,0.8946146409661022,0.10440614691837269
0.2668305478971873,0.13288506070244488,0.5011634788188402,0.3146148011694141,0.6993247637911556,0.8788851232658766,0.48144436541670543
0.7677797935389223,0.7782682825182828,0.09758147039184606,0.3833788682617222,0.1010464377334176,0.6607251838700332,0.9929611142479543
0.5689010387600856,0.729563088895199,0.5626039162553675,0.6703130071672461,0.3469941819760126,0.32170453912557506,0.31997206830636116
0.2661371702312204,0.38617287146512025,0.03798975840826768,0.4666377302947905,0.34630952325958453,0.6636071895177318,0.09507028594475175
0.09300392269078173,0.9459337421250753,0.6734422307590933,0.35040973957329846,0.04020550693736369,0.1169556257081018,0.07987500976538853
0.6832939756369858,0.63054183322078,0.9019536439318827,0.9838645743053637,0.2748237463342712,0.4949117810298377,0.7619105231090794
0.5963503456866655,0.8886619651365296,0.862365235426007,0.6306445815842155,0.4130670488521707,0.8101635577360583,0.7490453340031434
0.20769410305787384,0.19848932562961563,0.36286498089921226,0.33188464332164924,0.954057322819154,0.5506847206767544,0.8989411655116593
0.06468808337538645,0.2643234345125731,0.3045525405772541,0.26098767535651024,0.16022938249043084,0.7171373557697973,0.8060301718399915
0.054883367837396,0.852832665419422,0.3434780506716928,0.6053510145903661,0.6757018864580449,0.5920526812981814,0.6726718503172461
0.5753134588072726,0.23779186794472296,0.7113743112262991,0.05170737468242936,0.020625104965654506,0.8942234421012853,0.5833483930043515
0.7256668665986895,0.4774857421399876,0.521797048488277,0.9250561459014418,0.8520197332575372,0.6111678851524062,0.10770633723279721
0.23305057225579506,0.2678330402747431,0.7675269200677844,0.008226371749894268,0.5537257977081389,0.12397676397477386,0.19365712470189123
0.41697194773992696,0.6435469761083987,0.7943040011635218,0.8254248953837284,0.5398469416985375,0.09335648009697517,0.861244147545394
0.6259058032591991,0.5686114046388931,0.4644177409944341,0.682718305095511,0.2802567998585622,0.5765321498270892,0.08745744966807267
0.11741306999880918,0.4758884149520325,0.3807239082529834,0.3642914881904342,0.20103183969488336,0.2844432986651376,0.7805579212391597
0.5244269966919185,0.72229390507207,0.3867723702974676,0.2897293875856516,0.5668164987632726,0.08285700482072333,0.22300285229417183
0.44851234348060176,0.8154776791512656,0.8790313004569744,0.8839422613276475,0.1322151538580415,0.8163611664936908,0.12920395125860396
0.9617127618462782,0.10750424068023257,0.6369471360039419,0.40041168717683473,0.363597068167282,0.5493720438586337,0.4641743471379609
0.8635328167421393,0.45641023783479695,0.48083722335392076,0.8338730266172331,0.3349376218503173,0.21971503485467214,0.5424155256834317
0.181661918109164,0.9695857515119092,0.1766846138249033,0.6314527138045876,0.9761862833683037,0.06714726233824164,0.18462029046640194
0.8364605238749897,0.3058496754634158,0.28496802703746194,0.02491596686429498,0.02383419271557452,0.636448474799632,0.4435563269653131
0.1394918514804373,0.2257007517755274,0.5612699578572383,0.44890604747185225,0.3884544014905834,0.17061870678915025,0.982001364077679
0.24700810095962222,0.41198062445378136,0.5634783383373976,0.08521813220827612,0.31030386665637644,0.4344658503974618,0.13670103021903612
0.6652687090041461,0.6386792230854971,0.31715744387182443,0.07114781130234604,0.6216827278119283,0.608704199139079,0.20756688806905343
0.8341273773233691,0.6090958682340337,0.4086817440400421,0.7838423660076893,0.17239232600485965,0.5197740417990075,0.45735374850651556
0.260599380073804,0.7292741652360105,0.6266033916390262,0.2797196016628346,0.7823960691992058,0.8662788493409073,0.11782789568165242
0.41373935665365325,0.6637781280404187,0.540470584576371,0.5775551243742424,0.8108435557727575,0.6593078766485334,0.11665839675588807
0.10544847159042059,0.8234604338380728,0.31446928245847516,0.13727894266096619,0.8843243754191508,0.9895599528272427,0.47127385218630913
0.44809797513311234,0.27454432457710276,0.4912954924553604,0.5589334600064735,0.2156674344642142,0.808977437521639,0.4128027586982558
0.9447459501209764,0.3307515656869582,0.6057025424567877,0.611497434342131,0.07649763923585595,0.8741173716446202,0.1833672930566087
0.4406318554042502,0.8885958458442633,0.6236256679845463,0.30041330490298046,0.5702252635618857,0.32490253396478386,0.2996702675005142
0.6731688430846177,0.7184440468949737,0.33809886107397125,0.05435430638897587,0.03882030698959249,0.6697875205304711,0.8465754743747664
0.22432716746547132,0.4749723751169175,0.45309845443952157,0.8957277850310038,0.6407046353460542,0.27472655753196107,0.4138854632515677
0.651812656579243,0.5835944934550229,0.7321939396025343,0.6843811918028797,0.01682549676425804,0.28221025313125925,0.5670751883736455
0.3651924713555237,0.4505029025350117,0.28504937204178893,0.014804681160663802,0.36994427951641873,0.6732755725051944,0.39490858526954375
0.9589794522048736,0.8567922941881921,0.8696955810316588,0.2917082662934928,0.1615635874920225,0.38511000315264143,0.29217418718707333
0.9462206347758017,0.5154821239686735,0.45676778673324525,0.14814985569196948,0.9446864193215879,0.7622493770899649,0.9625249377331497
0.8718909400837905,0.8234069781150236,0.7234443114942948,0.31367041792001005,0.8161923422925244,0.5738718600683903,0.7653692700311863
0.6344386041765588,0.4792092182841452,0.545853639832455,0.10087429859017516,0.019031587214190293,0.5139240634642566,0.206158959507992
0.5327930800964819,0.9633930743479074,0.037714145626436046,0.21682237361115297,0.6378508148107072,0.27321592800350236,0.09630445834876145
0.4098865453989258,0.4170195163928281,0.34300452036915097,0.738767866224053,0.0016303530293803048,0.9211238754699322,0.24321485781657226
0.5371287319386959,0.4732530297928702,0.039247742121852336,0.6095964816887622,0.6727392015425276,0.18116984104375633,0.08297422843730007
0.26720167455068267,0.9973404759163721,0.32891554649558896,0.7802689255809325,5.102627547171057e-05,0.7980398153397413,0.9649652917523257
0.13597877904512978,0.5464242924244952,0.995388873475317,0.9524988691593317,0.7587121834304527,0.8606658645767,0.3208384865525514
0.7492718258709874,0.11064617054721915,0.0475461102352126,0.08449234900230651,0.2880890990894137,0.8444782076795487,0.7460878119862917
0.8660665830143052,0.9477125970074326,0.5061133903771745,0.5743157690354892,0.8685801408102206,0.6781296962179316,0.8166157842584548
0.4065511212756818,0.48868870352362015,0.3259768292071529,0.8850165596653734,0.5305109519220524,0.3270763643452218,0.9678454556867122
0.09980425445327534,0.010663142907802237,0.6089681071456325,0.1529854125275525,0.6856472857325757,0.5693257351032779,0.3463347066575104
0.21241305194314153,0.45246201703308,0.19498117785067315,0.07704299693689287,0.7475917029896391,0.7417116609794745,0.6590810430542738
0.7274724317370315,0.5251580346230792,0.1409111650549133,0.3711487974490607,0.6995964992693804,0.10161223551304266,0.5807511689728919
0.5546557032966106,0.9157990633438662,0.011514714940510484,0.15082873362584626,0.520728652285871,0.2678994469083035,0.21328670171338704
0.4910571769695571,0.13016233785336873,0.17515581230885802,0.36280313726061564,0.308796498685735,0.3881250563026344,0.5742680020568577
